0.000000,0.001441,0.002667,0.001506,0.001185,0.006240
1.000000,0.005631,0.003642,0.002139,0.001426,0.016608
2.000000,0.005814,0.002960,0.002037,0.001082,0.001881
3.000000,0.004303,0.002200,0.001708,0.000944,-0.007070
4.000000,0.005227,0.003338,0.002034,0.001129,0.008479
5.000000,0.004915,0.003178,0.002440,0.001269,0.004679
6.000000,0.001407,0.003519,0.002270,0.001240,-0.000934
7.000000,0.000000,0.002907,0.002160,0.001131,-0.005153
8.000000,0.002912,0.003607,0.002485,0.001510,0.007487
9.000000,0.001681,0.003454,0.002479,0.001604,0.002328
10.000000,0.002690,0.003802,0.003235,0.002271,0.009720
11.000000,0.003704,0.002555,0.003099,0.002278,0.004137
12.000000,0.009986,0.004993,0.003977,0.003022,0.026258
13.000000,0.007772,0.005342,0.003771,0.002919,-0.003581
14.000000,0.007307,0.004494,0.003916,0.002854,0.000000
15.000000,0.005632,0.004161,0.003669,0.003013,0.001344
16.000000,0.007031,0.005367,0.004443,0.003303,0.011133
17.000000,0.002222,0.006104,0.004505,0.003474,0.002212
18.000000,0.002673,0.005223,0.004415,0.003397,-0.001327
19.000000,0.003379,0.005343,0.004399,0.003434,0.003534
20.000000,0.002934,0.004283,0.004043,0.003584,-0.000882
21.000000,0.000796,0.003913,0.003234,0.003370,0.000441
22.000000,0.000530,0.001376,0.003184,0.003110,0.000882
23.000000,0.001762,0.002217,0.003780,0.003253,0.004836
24.000000,0.001055,0.002217,0.003356,0.003350,0.000000
25.000000,0.000881,0.001907,0.003034,0.003082,-0.001756
26.000000,0.000088,0.000442,0.002905,0.003109,-0.003521
27.000000,0.000704,0.000617,0.003360,0.003209,0.003960
28.000000,0.001486,0.001624,0.003423,0.003485,0.008745
29.000000,0.001486,0.001271,0.003307,0.003356,0.000000
30.000000,0.000176,0.000528,0.002405,0.002871,-0.008306
31.000000,-0.001150,-0.000531,0.001691,0.001979,-0.010148
32.000000,-0.001233,-0.000265,0.000555,0.002035,0.003541
33.000000,-0.002998,-0.000756,0.000731,0.002268,-0.000075
34.000000,-0.002541,-0.000528,0.000845,0.002061,0.002282
35.000000,0.000526,0.000351,0.001129,0.002140,0.007030
36.000000,0.001942,0.000396,0.000419,0.002068,-0.003070
37.000000,0.000000,-0.000617,0.000000,0.002035,-0.006167
38.000000,0.000192,-0.001403,0.000110,0.001815,0.000883
39.000000,-0.000795,-0.001668,-0.000199,0.001648,-0.002653
40.000000,-0.002378,-0.000926,-0.000199,0.001295,-0.000886
41.000000,-0.001410,0.000266,-0.000133,0.001216,0.001771
42.000000,0.000265,0.000132,-0.000066,0.000414,0.002209
43.000000,0.000000,0.000096,-0.000330,0.000519,-0.000441
44.000000,0.001903,0.000554,0.000013,0.000748,0.006864
45.000000,0.001852,-0.000263,0.000044,0.000665,-0.001141
46.000000,0.002636,0.000613,0.000505,0.000484,0.005691
47.000000,0.002107,0.001186,0.000285,0.000395,-0.000437
48.000000,0.002370,0.001185,-0.000109,0.000469,0.000873
49.000000,-0.001284,0.000309,-0.000679,-0.000029,-0.011409
50.000000,0.000439,0.001145,0.000110,0.000249,0.007474
51.000000,-0.000262,0.001187,0.000726,0.000307,0.002188
52.000000,0.000175,0.001141,0.000637,0.000336,0.001747
53.000000,0.000087,0.001229,0.000662,0.000190,0.000436
54.000000,0.002805,0.000760,0.000657,0.000262,0.002178
55.000000,0.002092,0.001265,0.000501,0.000451,0.003909
56.000000,0.002519,0.001128,0.000871,0.000712,0.004325
57.000000,0.003289,0.001732,0.001459,0.000767,0.005595
58.000000,0.004741,0.002414,0.001799,0.000732,0.007696
59.000000,0.003195,0.003000,0.001654,0.000547,-0.005552
60.000000,0.002926,0.002509,0.001827,0.000909,0.002566
61.000000,0.002402,0.002461,0.001824,0.001305,0.001707
62.000000,0.000429,0.001859,0.001500,0.001044,-0.004274
63.000000,-0.001539,0.001601,0.001415,0.000975,-0.002144
64.000000,-0.002066,0.000564,0.000662,0.000626,-0.008188
65.000000,-0.001372,0.000777,0.001021,0.000593,0.006040
66.000000,-0.001112,0.000645,0.000887,0.000796,0.003006
67.000000,0.000599,0.000514,0.001123,0.001144,0.004279
68.000000,0.001369,-0.000085,0.001164,0.001171,0.001706
69.000000,0.001809,-0.000129,0.001436,0.001060,-0.005985
70.000000,0.001969,0.000299,0.001404,0.001318,0.006838
71.000000,0.001878,0.000383,0.001422,0.001344,0.002552
72.000000,0.000375,0.000487,0.001173,0.001162,-0.003234
73.000000,0.000511,0.000940,0.001270,0.001256,0.002384
74.000000,0.000000,0.000905,0.000734,0.000743,-0.008540
75.000000,-0.003263,-0.000647,0.000065,0.000465,-0.009479
76.000000,-0.004207,-0.001165,-0.000260,0.000203,-0.002167
77.000000,-0.004953,-0.002289,-0.000888,-0.000015,-0.006966
78.000000,-0.005430,-0.002460,-0.001272,-0.000044,0.000000
79.000000,-0.004773,-0.002387,-0.001258,0.000161,-0.005256
80.000000,-0.001826,-0.002545,-0.001123,0.000087,0.005256
81.000000,-0.001393,-0.002800,-0.001209,0.000015,0.000000
82.000000,0.002086,-0.001434,-0.000473,0.000304,0.010430
83.000000,0.002518,-0.001456,-0.000258,0.000361,0.002159
84.000000,0.003828,-0.000473,0.000216,0.000332,0.001293
85.000000,0.002690,0.000432,-0.000108,0.000187,-0.000431
86.000000,0.003894,0.001250,0.000043,0.000244,0.006016
