1.000000,0.028021,0.006882,-0.000048,-0.000568,0.003638,0.014937,0.009784,-0.008359,-0.001540,0.019147,0.000000
1.000000,0.008539,0.011671,-0.003207,-0.000540,0.002230,0.015025,0.010054,-0.008104,-0.000676,0.019959,0.000000
1.000000,-0.009492,0.009472,-0.004157,-0.000333,0.001313,0.014310,0.009199,-0.006649,0.000087,0.014741,0.000000
1.000000,-0.024621,0.006457,-0.008117,-0.001871,0.000016,0.014402,0.010131,-0.005077,0.002692,0.016292,0.000000
1.000000,0.006334,0.001756,0.001320,-0.001342,-0.000049,0.014987,0.010705,-0.007201,0.000783,0.017967,0.000000
1.000000,0.012548,-0.001338,0.002772,-0.001068,-0.000397,0.014928,0.011432,-0.007861,-0.000380,0.018574,0.000000
1.000000,-0.003363,-0.003719,0.003976,-0.000288,-0.000793,0.014870,0.011945,-0.007643,-0.000120,0.018804,0.000000
1.000000,0.008625,-0.000095,0.004688,-0.000143,-0.000016,0.014954,0.011413,-0.008508,0.000413,0.018623,0.000000
1.000000,-0.001910,0.004447,0.005452,-0.000310,0.000048,0.014796,0.011278,-0.007905,0.000424,0.017356,0.000000
1.000000,-0.001914,0.002797,0.002277,0.000288,-0.000064,0.014757,0.010196,-0.007546,0.000490,0.015213,0.000000
1.000000,-0.017392,-0.003191,-0.002265,-0.001156,-0.001134,0.015028,0.009329,-0.010195,0.001654,0.015548,0.000000
1.000000,0.023598,0.002202,-0.000759,-0.001983,-0.000613,0.015009,0.011105,-0.009640,0.001751,0.012923,0.000000
1.000000,0.005695,0.001616,0.000760,-0.001698,0.000032,0.015877,0.011299,-0.011283,0.000824,0.012149,0.000000
1.000000,0.005192,0.003036,0.003741,-0.002188,-0.000000,0.015818,0.011203,-0.011004,0.001009,0.011696,0.000000
1.000000,0.000941,0.003607,0.003202,0.002261,0.000173,0.016281,0.008735,-0.010503,0.001419,0.010291,0.000000
1.000000,-0.002355,0.006615,0.001712,0.002242,-0.000141,0.016320,0.007955,-0.010331,0.002021,0.007950,0.000000
1.000000,-0.002833,0.001328,0.001765,0.002870,0.000396,0.015991,0.009037,-0.008559,0.003989,0.007669,0.000000
1.000000,0.008475,0.001884,0.001750,0.003219,0.000488,0.015801,0.009153,-0.008140,0.004851,0.006760,0.000000
1.000000,0.014891,0.003824,0.003430,0.004441,0.000937,0.016300,0.006302,-0.009936,0.003635,0.007494,0.000000
1.000000,-0.036214,-0.003607,-0.000000,0.001138,0.000192,0.016227,0.009295,-0.010836,0.002092,0.009820,0.000000
1.000000,-0.010592,-0.005255,0.000680,-0.000792,-0.000544,0.016533,0.008015,-0.011521,0.002024,0.009265,0.000000
1.000000,0.009154,-0.002857,-0.000764,-0.000762,-0.001577,0.016467,0.007372,-0.010473,0.004114,0.010935,0.000000
1.000000,-0.032662,-0.011085,-0.004600,-0.001920,-0.002666,0.017016,0.007706,-0.009058,0.006877,0.012111,0.000000
1.000000,0.013291,-0.011405,-0.003790,-0.000024,-0.002722,0.018008,0.010050,0.003931,0.012975,0.007235,0.000000
