1.000000,0.042136,0.011196,0.008738,0.007531,0.004058,0.004438,0.007282,0.024720,0.018001,-0.015682,0.000000
1.000000,-0.054163,0.001945,0.001340,0.005393,-0.000401,0.003754,0.004152,0.024281,0.010049,-0.024527,0.000000
1.000000,0.036821,0.014132,0.000878,0.009052,0.001308,0.005031,0.005618,0.021624,0.009185,-0.014767,0.000000
1.000000,0.101914,0.036401,0.011129,0.013730,0.005565,0.003852,-0.001426,0.014535,-0.004494,-0.025763,0.000000
1.000000,-0.021289,0.021084,0.011745,0.010795,0.006471,0.002631,-0.002624,0.019147,-0.000254,-0.029343,0.000000
1.000000,0.032807,0.019218,0.015207,0.012838,0.005578,0.003274,-0.003921,0.016812,-0.001364,-0.031168,0.000000
1.000000,-0.058967,0.018257,0.010101,0.007588,0.004275,0.002666,0.006216,0.016012,0.002819,-0.023180,0.000000
1.000000,-0.008317,0.009230,0.011681,0.005033,0.006406,0.002525,0.007122,0.017411,0.001940,-0.023013,0.000000
1.000000,0.048366,-0.001480,0.017461,0.008227,0.007727,0.003967,0.007881,0.012300,0.001412,-0.012717,0.000000
1.000000,-0.009595,0.000859,0.010971,0.007467,0.008380,0.003884,0.005803,0.013010,0.001557,-0.016803,0.000000
1.000000,0.009595,-0.003784,0.007717,0.008227,0.007593,0.003994,0.003675,0.010627,0.003176,-0.018380,0.000000
1.000000,0.002649,0.008540,0.013399,0.007369,0.008061,0.003868,0.003296,0.010710,0.002628,-0.018928,0.000000
1.000000,0.001586,0.010520,0.009875,0.005377,0.009326,0.004002,0.003336,0.010455,0.002580,-0.018888,0.000000
1.000000,-0.004235,-0.000000,-0.000740,0.005194,0.008907,0.003742,0.002280,0.010895,0.003799,-0.021030,0.000000
1.000000,0.023074,0.006534,0.003696,0.007720,0.008429,0.003033,0.003554,0.008915,0.000781,-0.022012,0.000000
1.000000,0.038642,0.012343,0.004280,0.009743,0.009985,0.003741,0.007525,0.006977,0.003343,-0.010949,0.000000
1.000000,-0.014569,0.008900,0.008720,0.009410,0.007965,0.003247,0.008862,0.009262,0.005729,-0.010276,0.000000
1.000000,0.011572,0.010897,0.010709,0.011195,0.006925,0.003326,0.006357,0.008536,0.009527,-0.012886,0.000000
1.000000,-0.037721,0.004200,0.002100,0.009780,0.006185,0.002320,0.011549,0.011140,0.010953,-0.015372,0.000000
1.000000,0.027160,0.005017,0.005775,0.008373,0.006903,0.002213,0.007131,0.012212,0.012135,-0.019039,0.000000
1.000000,0.014555,0.000199,0.006271,0.006994,0.007575,0.004712,0.011822,0.002871,-0.015187,-0.033088,0.000000
1.000000,-0.001496,0.002814,0.005857,0.009628,0.006865,0.004381,0.011854,0.003029,-0.013599,-0.032252,0.000000
1.000000,-0.021181,-0.003737,0.003580,0.006728,0.004778,0.004210,0.011621,-0.009189,-0.034643,-0.034437,0.000000
1.000000,0.033579,0.010523,0.007362,0.003311,0.005917,0.005112,0.011566,-0.004969,-0.031652,-0.036828,0.000000
1.000000,0.014192,0.007930,0.006473,0.005085,0.007305,0.005362,0.011784,-0.005316,-0.031681,-0.037063,0.000000
1.000000,-0.008295,0.003360,0.001780,0.003030,0.007089,0.005442,0.011013,-0.006980,-0.032407,-0.037999,0.000000
1.000000,-0.016301,0.000399,0.001606,0.005163,0.006809,0.005316,0.012765,-0.007237,-0.032932,-0.030824,0.000000
1.000000,0.044798,0.013595,0.004929,0.007819,0.009106,0.004916,0.012332,-0.008345,-0.032732,-0.024223,0.000000
1.000000,-0.027518,0.001375,0.005949,0.004025,0.008503,0.005437,0.010108,-0.011390,-0.029490,-0.025917,0.000000
1.000000,-0.012312,-0.003926,0.002002,0.003889,0.006250,0.006515,0.012697,-0.016932,-0.036154,-0.021691,0.000000
1.000000,-0.007461,-0.003759,-0.000200,0.003036,0.004596,0.006779,0.012297,-0.014806,-0.029192,-0.019187,0.000000
1.000000,-0.004002,-0.001299,-0.000450,0.002703,0.006268,-0.000405,0.009552,-0.024496,-0.060023,-0.023022,0.000000
1.000000,0.002503,-0.009758,0.001918,0.002749,0.005124,-0.000260,0.009337,-0.027888,-0.065168,-0.020214,0.000000
1.000000,-0.062407,-0.016736,-0.007680,-0.000159,-0.000353,0.002145,0.016593,-0.021368,-0.063976,-0.020300,0.000000
1.000000,-0.053565,-0.024986,-0.014456,-0.003991,-0.001429,0.005255,0.016739,-0.017485,-0.055961,-0.022234,0.000000
1.000000,0.026047,-0.018285,-0.011022,-0.004621,-0.001654,0.006700,0.014811,-0.016494,-0.051802,-0.017548,0.000000
1.000000,0.003822,-0.016720,-0.009009,-0.003702,0.000439,0.004406,0.014491,-0.017875,-0.049177,-0.021437,0.000000
1.000000,0.163989,0.015577,0.002910,0.003919,0.006182,0.016048,0.008383,-0.025333,-0.014546,0.002990,0.000000
1.000000,0.103184,0.048696,0.015980,0.010965,0.008010,0.019709,0.003969,-0.028722,-0.016231,0.002337,0.000000
1.000000,0.025537,0.064516,0.019765,0.010883,0.009181,0.019738,0.003658,-0.029113,-0.015627,0.005215,0.000000
1.000000,-0.024286,0.054449,0.018082,0.008941,0.008051,0.020712,0.001259,-0.025254,-0.010147,0.004566,0.000000
1.000000,0.016939,0.057073,0.020176,0.009863,0.008528,0.020536,0.002221,-0.025201,-0.009842,0.004789,0.000000
1.000000,0.002455,0.024766,0.020172,0.011045,0.008557,0.018641,-0.000923,-0.018910,-0.012840,0.005163,0.000000
1.000000,0.043972,0.012923,0.030809,0.011565,0.010164,0.018149,-0.000283,-0.013920,-0.010968,0.003984,0.000000
1.000000,0.003124,0.008441,0.036478,0.011011,0.009499,0.017635,0.001099,-0.015826,-0.014668,0.000673,0.000000
1.000000,0.029956,0.019289,0.036869,0.012924,0.009209,0.017705,0.003131,-0.017672,-0.015936,0.001281,0.000000
1.000000,0.003776,0.016657,0.036865,0.013928,0.009821,0.017863,0.002124,-0.015225,-0.010566,0.003593,0.000000
1.000000,-0.080828,-0.000000,0.012383,0.007646,0.006741,0.017785,0.007737,-0.021953,-0.024573,0.000243,0.000000
1.000000,-0.071126,-0.023020,-0.005048,0.005466,0.005627,0.016407,0.004891,-0.025778,-0.037072,-0.008223,0.000000
1.000000,-0.049010,-0.033446,-0.012503,0.003631,0.003088,0.016355,0.001456,-0.033639,-0.044357,-0.006463,0.000000
1.000000,0.000000,-0.039437,-0.010074,0.004004,0.002603,0.016465,0.000674,-0.026131,-0.039555,-0.009239,0.000000
1.000000,0.047692,-0.030654,-0.006999,0.006589,0.004242,0.016705,0.001952,-0.026192,-0.029466,-0.006613,0.000000
1.000000,-0.002640,-0.015017,-0.007508,0.006332,0.004861,0.019977,-0.004439,-0.035731,-0.029851,0.007374,0.000000
1.000000,0.050258,0.009260,-0.006880,0.011965,0.005416,0.020468,-0.003727,-0.038568,-0.032681,0.010483,0.000000
1.000000,0.001256,0.019313,-0.007067,0.014706,0.004985,0.019674,-0.002126,-0.039102,-0.033087,0.009461,0.000000
1.000000,-0.005875,0.018138,-0.010650,0.013110,0.005066,0.018502,0.000263,-0.038540,-0.035943,0.010176,0.000000
1.000000,-0.029904,0.002619,-0.014018,0.011423,0.004613,0.019175,-0.000942,-0.040205,-0.036874,0.011714,0.000000
1.000000,-0.038458,-0.004545,-0.009781,0.001301,0.001837,0.016895,0.003784,-0.037805,-0.038768,0.012307,0.000000
