0.000000,0.016555,0.007066,0.004432,0.004323,0.031459
1.000000,0.013603,0.005442,0.003572,0.004126,-0.017203
2.000000,0.013244,0.006475,0.003507,0.004050,-0.002286
3.000000,0.008773,0.004773,0.003020,0.003723,-0.008272
4.000000,0.000093,0.002612,0.002565,0.003874,-0.003236
5.000000,-0.006756,0.004900,0.001151,0.003540,-0.002782
6.000000,-0.003780,0.004912,0.001560,0.002814,-0.002324
7.000000,-0.003230,0.005007,0.001487,0.002327,0.000465
8.000000,-0.001668,0.003552,0.001994,0.001784,-0.000465
9.000000,-0.001207,-0.000557,0.001850,0.001950,-0.000931
10.000000,-0.000465,-0.003610,0.001728,0.001751,0.000931
11.000000,0.000093,-0.001843,0.001799,0.001767,0.000465
12.000000,0.001483,-0.000873,0.002801,0.002047,0.007414
13.000000,0.001760,0.000046,0.002410,0.002029,0.000923
14.000000,0.001207,0.000000,0.001306,0.001710,-0.003697
15.000000,0.001484,0.000509,0.002705,0.000937,0.002312
16.000000,0.000465,0.000279,0.002595,0.001133,-0.004630
17.000000,0.002021,0.001752,0.003380,0.001575,0.015197
18.000000,0.004470,0.003115,0.003334,0.002367,0.013167
19.000000,0.009582,0.005394,0.002419,0.003032,0.021861
20.000000,0.010263,0.005873,0.001132,0.003110,0.005721
21.000000,0.009426,0.004945,0.001551,0.002848,-0.008815
22.000000,0.008676,0.005348,0.002238,0.003650,0.011444
23.000000,0.007612,0.006041,0.003043,0.003620,0.007847
24.000000,0.004710,0.007146,0.003573,0.003253,0.007355
25.000000,0.005112,0.007688,0.004098,0.004366,0.007729
26.000000,0.006789,0.008108,0.004193,0.004433,-0.000428
27.000000,0.004500,0.006588,0.004170,0.004449,0.000000
28.000000,-0.000348,0.003632,0.003374,0.003433,-0.016394
29.000000,-0.002516,0.001097,0.003246,0.001978,-0.003486
30.000000,-0.003538,0.000787,0.003330,0.001017,0.002616
31.000000,-0.004151,0.001319,0.003132,0.001474,-0.003489
32.000000,-0.008657,-0.002078,0.001635,0.000799,-0.022532
33.000000,-0.007625,-0.003986,0.001027,0.000700,-0.011234
34.000000,-0.007290,-0.004903,0.001122,0.000748,-0.001809
35.000000,-0.005204,-0.004371,0.001658,0.001275,0.013043
36.000000,0.000000,-0.002075,0.003016,0.002104,0.022532
37.000000,0.006333,-0.001162,0.002713,0.002393,0.009132
38.000000,0.009874,0.001125,0.002378,0.002624,0.006473
